"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry (i.e. Promoter or Partner)";"PHON/Venue";"PHON/Third Patry (i.e. Promoter or Partner)";"POST/Venue";"POST/Third Patry (i.e. Promoter or Partner)";"SMS/Venue";"SMS/Third Patry (i.e. Promoter or Partner)";"SOCI/Venue";"SOCI/Third Patry (i.e. Promoter or Partner)"
"F";"WR11 8PA";"52.1307376";"-1.9019554";"Student";"105338";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
NULL;"BB9 0QL";"53.8305484";"-2.2086492";"Student";"104867";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"104471";"Y";"N";"Y";"N";"Y";"Y";"Y";"N";"N";"N"
"M";"RM7 0JU";"51.5660769";"0.17496703";"Student";"104251";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"FY8 1YB";"53.7484208";"-3.0173861";"Regular Booker";"5009";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105324";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Active Booker";"5623";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"5035";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"5056";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Regular Booker";"101210";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"HD2 2PH";"53.666289";"-1.7923555";"Student";"100244";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"HD2 2PH";"53.666289";"-1.7923555";"Lapsed Booker";"102932";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102723";"N";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Student";"105167";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Student";"104868";"N";"N";"N";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA3 2JJ";"54.0446703";"-2.8922308";"Active Booker";"102618";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"YO17 9QG";"54.1081858";"-0.7804912";"Student";"105271";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104504";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"103014";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105380";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105668";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR1 9LD";"53.7397071";"-2.7133143";"Active Booker";"104461";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105044";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102566";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"5095";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA18 5EZ";"54.2285161";"-3.2739597";"Lapsed Booker";"5099";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"SK7 2JD";"53.3645598";"-2.1604728";"Active Booker";"104457";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"M";"SY20 8EX";"52.583";"-3.8387184";"Lapsed Booker";"103008";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR1 9LD";"53.7397071";"-2.7133143";"Active Booker";"105462";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Lapsed Booker";"100640";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"101674";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"M";"LA1 2NE";"54.0618975";"-2.8037951";"Lapsed Booker";"103050";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"104951";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LE19 3YF";"52.5764952";"-1.2228";"Student";"105383";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"102552";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Active Booker";"5144";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR3 0TB";"53.882743";"-2.7994458";"Active Booker";"104866";"Y";"N";"Y";"N";"Y";"Y";"N";"N";"N";"N"
"F";"BB6 7RA";"53.7872797";"-2.4048046";"Lapsed Booker";"102976";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"7191";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105014";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"CW11 4HL";"53.1339268";"-2.3600915";"Student";"100588";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"WA4 5JA";"53.3559372";"-2.5790314";"Lapsed Booker";"5158";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105068";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"104945";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102730";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Student";"105928";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105015";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105278";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Lapsed Booker";"5180";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"102676";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"102281";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Active Booker";"105318";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"5185";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"103690";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102765";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PL6 5NT";"50.4072134";"-4.1210605";"Student";"105371";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Active Booker";"5189";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105438";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"104914";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"100564";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"103012";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR25 1RB";"53.6913515";"-2.7123455";"Regular Booker";"103631";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104930";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"103692";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 7LT";"54.1065596";"-2.5083731";"Active Booker";"104962";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"SK4 3HS";"53.4164317";"-2.1986667";"Regular Booker";"103645";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"102767";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"101219";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105445";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102870";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"WS14 9JG";"52.6754719";"-1.7996406";"Lapsed Booker";"102795";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA6 2BB";"54.205825";"-2.5969083";"Regular Booker";"100226";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY4 3HZ";"53.792107";"-3.0323583";"Active Booker";"105360";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR6 8JJ";"53.6916169";"-2.5865517";"Active Booker";"100440";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"102486";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR3 0TB";"53.882743";"-2.7994458";"Active Booker";"103045";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105392";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"5269";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA4 4PE";"54.0670876";"-2.8655259";"Active Booker";"5272";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA8 9AD";"54.3771761";"-2.7639034";"Lapsed Booker";"5275";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Lapsed Booker";"103068";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Lapsed Booker";"5293";"Y";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
NULL;"PR3 2WD";"53.8518333";"-2.6171869";"Active Booker";"105123";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104443";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"CH43 4XH";"53.3893182";"-3.0376667";"Student";"104258";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Active Booker";"5298";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Active Booker";"105084";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"103027";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Regular Booker";"103802";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102788";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR7 1RE";"53.65894";"-2.63637";"Active Booker";"105252";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"YO11 2DQ";"54.274364";"-0.4011009";"Student";"105063";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Regular Booker";"101250";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105136";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BD7 4QX";"53.7771099";"-1.7944817";"Student";"102820";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Regular Booker";"5319";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Lapsed Booker";"5318";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Regular Booker";"103727";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"SY5 6BJ";"52.6466701";"-2.643567";"Active Booker";"102745";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105131";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Active Booker";"5335";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA4 6RN";"54.0741967";"-2.8349795";"Lapsed Booker";"5336";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"N";"N"
"M";"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"104217";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"104226";"Y";"Y";"N";"N";"N";"N";"Y";"Y";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"104836";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"CB22 5LH";"52.1535636";"0.13713939";"Student";"104679";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"102204";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"105448";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Regular Booker";"100257";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104883";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105117";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"101083";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA9 7NN";"54.3148511";"-2.7328553";"Active Booker";"5359";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"104281";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"104282";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"YO32 3EA";"54.0147427";"-1.0711228";"Lapsed Booker";"100736";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104446";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BD22 9SY";"53.8226029";"-1.9436618";"Lapsed Booker";"102706";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102780";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 9ES";"54.0461848";"-2.7098815";"Regular Booker";"103641";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA7 7TZ";"54.2266742";"-2.7724253";"Active Booker";"104985";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 9HG";"54.1378168";"-2.7678132";"Active Booker";"104300";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BB4 4HH";"53.6927";"-2.3294842";"Regular Booker";"102473";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102822";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104254";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Lapsed Booker";"102699";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Lapsed Booker";"102747";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR8 6PL";"53.6394305";"-2.9836143";"Student";"101472";"N";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"101354";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA5 8JA";"54.1054419";"-2.7918837";"Student";"6948";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA22 9SD";"54.4420734";"-3.0011101";"Lapsed Booker";"102856";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"104957";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"5427";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"104833";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY6 0EE";"53.9196633";"-2.9697789";"Active Booker";"105365";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"M21 0ST";"53.4444333";"-2.26802";"Lapsed Booker";"103085";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"5416";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"BL7 0PD";"53.647064";"-2.3976395";"Lapsed Booker";"103086";"N";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"F";NULL;NULL;NULL;"Student";"104844";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105450";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Regular Booker";"103669";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105016";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Regular Booker";"103666";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"PR3 1HZ";"53.9068429";"-2.7624231";"Active Booker";"103092";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104903";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105083";"Y";"Y";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102898";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104448";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104827";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"5464";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Lapsed Booker";"102335";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"CA16 6US";"54.575236";"-2.482888";"Active Booker";"104290";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"B14 4BH";"52.4133762";"-1.8709143";"Student";"105336";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Active Booker";"5493";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Active Booker";"105046";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"WS11 1EN";"52.6884874";"-2.0406345";"Student";"104703";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"WS11 1EN";"52.6884874";"-2.0406345";"Student";"101335";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102776";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"6295";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"103708";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Regular Booker";"103724";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"PR25 2TR";"53.6956947";"-2.698313";"Lapsed Booker";"102877";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"PR4 2BU";"53.7819528";"-2.8828197";"Regular Booker";"103646";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105145";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105118";"Y";"Y";"Y";"N";"Y";"Y";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105485";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"103052";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR1 9LD";"53.7397071";"-2.7133143";"Active Booker";"102865";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"101080";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105235";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104653";"N";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"PR2 8EZ";"53.7821337";"-2.6966512";"Active Booker";"6964";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105291";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104835";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102497";"Y";"Y";"Y";"N";"N";"Y";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"100911";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"101772";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR7 2PF";"53.6482911";"-2.6396287";"Active Booker";"105107";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"105441";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104990";"Y";"Y";"N";"N";"Y";"N";"Y";"Y";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105236";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"104955";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102492";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105358";"N";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105003";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BB9 7UZ";"53.8387083";"-2.2169213";"Active Booker";"104960";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
